query_id|device_classification_name|approval_number|device_name|applicant_name|applicant_contact|correspondent_name|regulation_number|classification_product_code|month_received|day_received|year_received|month_day|day_month|decision_year|decision|regulation_medical_specialty|review_panel|summary_link |type|reviewed_by_third_party|combination_product|0
K200065|respiratory virus panel nucleic acid assay system|k200065|cobas influenza a/b nucleic acid test for use on the cobas liat system, cobas influenza a/b & rsv nucleic acid test for use on the cobas liat system, cobas strep a nucleic acid test for use on the cobas liat system|kaitlyn  hameister|kaitlyn  hameister|kaitlyn  hameister|866.398|occ|1|13|2020|2|10|2020|substantially equivalent     (sese)|microbiology|microbiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200065.pdf|special|no|no|371
K223473|gastrointesinal lesion software detection system|k223473|me-apds™; magentiq-colo™|dror  zur|dror  zur|john j smith|876.152|qnp|11|17|2022|7|25|2023|substantially equivalent     (sese)|gastroenterology|urology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223473.pdf|traditional|no|no|372
K222895|system, tomography, computed, emission|k222895|dynamiciq|tong  zhao|tong  zhao|tong  zhao|892.12|kps|9|23|2022|11|22|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222895.pdf|traditional|no|no|373
K192973|system, image processing, radiological|k192973|densitas densityai|mo  abdolell|mo  abdolell|alex  morris|892.205|llz|10|24|2019|2|19|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k192973.pdf|special|no|no|374
K203514|system, x-ray, tomography, computed|k203514|precise position|shiguang  an|shiguang  an|shiguang  an|892.175|jak|11|30|2020|6|17|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203514.pdf|traditional|no|no|375
K220851|system, imaging, pulsed doppler, ultrasonic|k220851|venue|lee  bush|lee  bush|lee  bush|892.155|iyn|3|23|2022|6|27|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220851.pdf|traditional|no|no|376
K182091|abutment, implant, dental, endosseous|k182091|osstem abutment system|jungmin  yoo|jungmin  yoo|peter  lee|872.363|nha|8|3|2018|7|12|2019|substantially equivalent     (sese)|dental|dental|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k182091.pdf|traditional|no|no|377
K221738|automated radiological image processing software|k221738|ns-hglio|aly h abayazeed|aly h abayazeed|aly h abayazeed|892.205|qih|6|15|2022|9|27|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221738.pdf|traditional|no|no|378
K223426|system, nuclear magnetic resonance imaging|k223426|echelon synergy mri system|randy  vader|randy  vader|kotei  aoki|892.1|lnh|11|14|2022|7|13|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223426.pdf|traditional|no|no|379
K200755|image acquisition and optimization guided by artificial intelligence|k200755|caption guidance|sam  surette|sam  surette|sam  surette|892.21|qju|3|23|2020|4|16|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200755.pdf|traditional|no|no|380
K230043|needle, hypodermic, single lumen|k230043|insulin pen needle|bingyi  xiang|bingyi  xiang|alice  huang|880.557|fmi|1|6|2023|9|20|2023|substantially equivalent     (sese)|general hospital|general hospital|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230043.pdf|traditional|no|no|381
K193282|system, nuclear magnetic resonance imaging|k193282|signa premier|glen  sabin|glen  sabin|glen  sabin|892.1|lnh|11|27|2019|4|10|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193282.pdf|traditional|no|no|382
K181815|staple, fixation, bone|k181815|dynabridge|adam  cundiff|adam  cundiff|j. d. webb|888.303|jdr|7|9|2018|10|15|2018|substantially equivalent     (sese)|orthopedic|orthopedic|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k181815.pdf|traditional|no|no|383
K223032|automated radiological image processing software|k223032|sis system (version 5.6.0)|ann  quinlan-smith|ann  quinlan-smith|kelliann h payne|892.205|qih|9|29|2022|11|21|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223032.pdf|traditional|no|no|384
K200132|system, image processing, radiological|k200132|ashvins|martin  schinkmann|martin  schinkmann|lena  sattler|892.205|llz|1|21|2020|2|18|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k200132.pdf|traditional|no|no|385
K212265|system, imaging, pulsed doppler, ultrasonic|k212265|tex20/tex20 pro/tex20s/tex20t/tex20 exp/tex20 elite diagnostic ultrasound system, tex10/ tex10 pro/tex10s/tex10t/tex10 exp/tex10 elite/te x/te x lite diagnostic ultrasound system|hao  yixuan|hao  yixuan|hao  yixuan|892.155|iyn|7|20|2021|11|16|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212265.pdf|traditional|no|no|386
K231157|lung computed tomography system, computer-aided detection|k231157|syngo.ct lung cad (version vd30)|abhineet  johri|abhineet  johri|abhineet  johri|892.205|oeb|4|24|2023|7|19|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k231157.pdf|traditional|no|no|387
K220416|system, image processing, radiological|k220416|swiftmr|jihyeon  seo|jihyeon  seo|jihyeon  seo|892.205|llz|2|14|2022|5|25|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220416.pdf|traditional|no|no|388
K230355|system, nuclear magnetic resonance imaging|k230355|vantage galan 3t, mrt-3020, v9.0 with aice reconstruction processing unit for mr|janine f reyes|janine f reyes|janine f reyes|892.1|lnh|2|9|2023|8|30|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230355.pdf|traditional|no|no|389
K203508|radiological computer-assisted triage and notification software|k203508|briefcase|nimrod  epstein|nimrod  epstein|john j. smith|892.208|qas|11|30|2020|12|29|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203508.pdf|special|no|no|390
K221632|automated radiological image processing software|k221632|spine camp™|kirk  johnson|kirk  johnson|kirk  johnson|892.205|qih|6|6|2022|10|18|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221632.pdf|traditional|no|no|391
K202212|system, image processing, radiological|k202212|truplan|shirantha  samarappuli|shirantha  samarappuli|shirantha  samarappuli|892.205|llz|8|6|2020|2|19|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k202212.pdf|traditional|no|no|392
K210556|automated radiological image processing software|k210556|preview shoulder|matt  miller|matt  miller|matt  miller|892.205|qih|2|25|2021|4|21|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210556.pdf|traditional|no|no|393
K193109|system, planning, radiation therapy treatment|k193109|mrcat brain|janne  marvola|janne  marvola|janne  marvola|892.505|muj|11|8|2019|1|24|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193109.pdf|traditional|no|no|394
K192065|system, planning, radiation therapy treatment|k192065|syngo.via rt image suite|veronica  padharia|veronica  padharia|veronica  padharia|892.505|muj|8|1|2019|9|18|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k192065.pdf|traditional|no|no|395
K212269|solid state x-ray imager (flat panel digital imager)|k212269|intelligent nr|akira  hirai|akira  hirai|gregory  woodard|892.168|mqb|7|20|2021|9|17|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212269.pdf|traditional|no|no|396
K210085|system, x-ray, tomography, computed|k210085|healthccsng|shlomit  cymbalista|shlomit  cymbalista|shlomit  cymbalista|892.175|jak|1|13|2021|9|15|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210085.pdf|traditional|no|no|397
K193170|system, x-ray, tomography, computed|k193170|deep learning image reconstruction|tomohiro  ito|tomohiro  ito|helen  peng|892.175|jak|11|15|2019|12|13|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193170.pdf|special|no|no|398
K221716|radiological computer-assisted triage and notification software|k221716|cina|stephane  berger|stephane  berger|john j. smith|892.208|qas|6|13|2022|11|22|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221716.pdf|special|no|no|399
K222054|system, image processing, radiological|k222054|denti.ai auto-chart|lyudmila  tuzova|lyudmila  tuzova|donna-bea  tillman|892.205|llz|7|12|2022|11|22|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222054.pdf|traditional|no|no|400
K203364|whole slide imaging system|k203364|mdpc-8127|lieven de wandel|lieven de wandel|lieven de wandel|864.37|psy|11|16|2020|4|15|2021|substantially equivalent     (sese)|pathology|pathology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203364.pdf|traditional|no|no|401
K191083|electrode, cutaneous|k191083|complete control system gen2|blair a lock|blair a lock|blair a lock|882.132|gxy|4|24|2019|5|24|2019|substantially equivalent     (sese)|neurology|neurology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k191083.pdf|special|no|no|402
K223212|system, tomography, computed, emission|k223212|precision dl|george  mashour|george  mashour|george  mashour|892.12|kps|10|17|2022|4|27|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223212.pdf|traditional|no|no|403
K222406|automated radiological image processing software|k222406|clarius ai|agatha  szeliga|agatha  szeliga|agatha  szeliga|892.205|qih|8|9|2022|1|23|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222406.pdf|traditional|no|no|404
K220975|system, imaging, pulsed doppler, ultrasonic|k220975|v8 diagnostic ultrasound system, v7 diagnostic ultrasound system|jee young ju|jee young ju|jee young ju|892.155|iyn|4|4|2022|6|29|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220975.pdf|traditional|no|no|405
K202767|system, nuclear magnetic resonance imaging|k202767|vantage orian 1.5t, mrt-1550, v6.0|paul  biggins|paul  biggins|paul  biggins|892.1|lnh|9|21|2020|1|15|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k202767.pdf|traditional|no|no|406
K203469|system, planning, radiation therapy treatment|k203469|ai segmentation|peter  coronado|peter  coronado|peter  coronado|892.505|muj|11|25|2020|4|19|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203469.pdf|traditional|no|no|407
K213725|system, x-ray, tomography, computed|k213725|cardiq suite|yonghui  han|yonghui  han|yonghui  han|892.175|jak|11|26|2021|3|11|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213725.pdf|traditional|no|no|408
K222593|system, image processing, radiological|k222593|truplan computed tomography (ct) imaging software|sydney  toutant|sydney  toutant|sydney  toutant|892.205|llz|8|26|2022|1|18|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222593.pdf|traditional|no|no|409
K211841|system, planning, radiation therapy treatment|k211841|mri planner|per  bruhn|per  bruhn|per  bruhn|892.505|muj|6|14|2021|8|25|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211841.pdf|traditional|no|no|410
K201560|analyzer, medical image|k201560|auto lung nodule detection|jaesang  noh|jaesang  noh|jaesang  noh|892.207|myn|6|10|2020|8|31|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201560.pdf|traditional|no|no|411
K220211|polymer patient examination glove|k220211|nitrile powder free examination gloves|xiaomin  liu|xiaomin  liu|bryan  wong|880.625|lza|1|26|2022|5|18|2022|substantially equivalent     (sese)|general hospital|general hospital|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220211.pdf|traditional|no|no|412
K201710|system, image processing, radiological|k201710|a view lcs|hye yi  park|hye yi  park|hye yi  park|892.205|llz|6|23|2020|10|16|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201710.pdf|traditional|no|no|413
K222312|system, planning, radiation therapy treatment|k222312|raystation 12a|david  hedfors|david  hedfors|david  hedfors|892.505|muj|8|1|2022|3|29|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222312.pdf|traditional|no|no|414
K230264|system, image processing, radiological|k230264|ezra flash|david  girard|david  girard|david  girard|892.205|llz|1|31|2023|4|13|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230264.pdf|traditional|no|no|415
K213795|analyzer, medical image|k213795|videa caries assist|florian  hillen|florian  hillen|donna-bea  tillman|892.207|myn|12|6|2021|4|21|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213795.pdf|traditional|no|no|416
K230150|automated radiological image processing software|k230150|optimmri|ram  bedi|ram  bedi|ram  bedi|892.205|qih|1|19|2023|7|21|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230150.pdf|traditional|no|no|417
K223180|system, image processing, radiological|k223180|airascore|maximilian  stalter|maximilian  stalter|katharina  keutgen|892.205|llz|10|11|2022|8|25|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223180.pdf|traditional|no|no|418
K212383|interventional fluoroscopic x-ray system|k212383|endonaut|audrey  gallois|audrey  gallois|cemil  goksu|892.165|owb|8|2|2021|8|31|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212383.pdf|special|no|no|419
K173542|system, image processing, radiological|k173542|arterys oncology dl|john  axerio-cilies|john  axerio-cilies|john  axerio-cilies|892.205|llz|11|16|2017|1|25|2018|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf17/k173542.pdf|traditional|no|no|420
K221305|radiological image processing software for radiation therapy|k221305|ai-rad companion organs rt|kira  kuzmenchuk|kira  kuzmenchuk|kira  kuzmenchuk|892.205|qkb|5|5|2022|10|14|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221305.pdf|traditional|no|no|421
K222463|adjunctive heart failure status indicator|k222463|echogo heart failure|jaco  jacobs|jaco  jacobs|jaco  jacobs|870.22|quo|8|15|2022|11|23|2022|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222463.pdf|traditional|no|no|422
K231459|system, nuclear magnetic resonance imaging|k231459|hepafatsmart (v2.0.0)|mitchell  wells|mitchell  wells|mitchell  wells|892.1|lnh|5|19|2023|6|20|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k231459.pdf|special|no|no|423
K203610|radiological image processing software for radiation therapy|k203610|automatic anatomy recognition (aar)|steve  owens|steve  owens|mary  vater|892.205|qkb|12|10|2020|4|20|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203610.pdf|traditional|no|no|424
K212218|radiological image processing software for radiation therapy|k212218|advanced algorithms for treatment management applications (aatma)|melinda  smith|melinda  smith|anju  kurian|892.205|qkb|7|16|2021|10|25|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212218.pdf|traditional|no|no|425
K213686|gastrointesinal lesion software detection system|k213686|skout software|daniel  wang|daniel  wang|dennis  francoeur|876.152|qnp|11|22|2021|8|12|2022|substantially equivalent     (sese)|gastroenterology|urology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213686.pdf|traditional|no|no|426
K213886|radiological computer-assisted triage and notification software|k213886|briefcase|nimrod  epstein|nimrod  epstein|john j. smith|892.208|qas|12|13|2021|4|26|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213886.pdf|traditional|no|no|427
K231195|radiological computer-assisted triage and notification software|k231195|brainomix 360 triage ich|szrnka  zsolt|szrnka  zsolt|szrnka  zsolt|892.208|qas|4|27|2023|7|27|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k231195.pdf|traditional|no|no|428
K183271|system, x-ray, tomography, computed|k183271|ai-rad companion (pulmonary)|kimberly  mangum|kimberly  mangum|kimberly  rendon|892.175|jak|11|23|2018|7|26|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k183271.pdf|traditional|no|no|429
K220349|system, image processing, radiological|k220349|terarecon neuro|michael  sosebee|michael  sosebee|michael  sosebee|892.205|llz|2|7|2022|8|12|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220349.pdf|traditional|no|no|430
K210209|radiological computer-assisted triage and notification software|k210209|viz ich|gregory  ramina|gregory  ramina|gregory  ramina|892.208|qas|1|26|2021|3|23|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210209.pdf|traditional|no|no|431
K223516|computer, diagnostic, programmable|k223516|vx1+|paola  milpied|paola  milpied|kristin  zielinski duggan|870.1425|dqk|11|22|2022|1|21|2023|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223516.pdf|traditional|no|no|432
K191925|ventilatory effort recorder|k191925|matrx plus|sabina  bruehlmann|sabina  bruehlmann|sabina  bruehlmann|868.2375|mnr|7|18|2019|10|29|2019|substantially equivalent     (sese)|anesthesiology|dental|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k191925.pdf|traditional|no|no|433
K193281|system, x-ray, tomography, computed|k193281|hepatic vcar|lifeng  wang|lifeng  wang|lifeng  wang|892.175|jak|11|27|2019|3|20|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193281.pdf|traditional|no|no|434
K203235|radiological image processing software for radiation therapy|k203235|vbrain|jen-tang  lu|jen-tang  lu|chiu s lin|892.205|qkb|11|3|2020|3|19|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203235.pdf|traditional|no|no|435
K203225|system, x-ray, tomography, computed|k203225|aquilion one (tsx-306a|3) v10.4 with spectral imaging system|paul  biggins|paul  biggins|892.175|jak|11|2|2020|3|24|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203225.pdf|traditional|no|no|436
K183019|system, image processing, radiological|k183019|sis software version 3.3.0|ann  quinlan-smith|ann  quinlan-smith|janice m. hogan|892.205|llz|10|31|2018|3|19|2019|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf18/k183019.pdf|traditional|no|no|437
K220105|radiological computer assisted detection, diagnosis software for fracture|k220105|saige-dx|b. nathan hunt|b. nathan hunt|b. nathan hunt|892.209|qdq|1|12|2022|5|12|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220105.pdf|traditional|no|no|438
K213628|radiological image processing software for radiation therapy|k213628|vbrain|vicki  lin|vicki  lin|vicki  lin|892.205|qkb|11|17|2021|12|16|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213628.pdf|special|no|no|439
K191882|monitor, physiological, patient (without arrhythmia detection or alarms)|k191882|masimo centroid system|linus  park|linus  park|linus  park|870.23|mwi|7|15|2019|4|22|2020|substantially equivalent     (sese)|cardiovascular|anesthesiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k191882.pdf|traditional|no|no|440
K203629|diabetic retinopathy detection device|k203629|idx-dr|ashley  miller|ashley  miller|ashley  miller|886.11|pib|12|11|2020|6|10|2021|substantially equivalent     (sese)|ophthalmic|ophthalmic|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203629.pdf|traditional|no|no|441
K220986|system, x-ray, tomography, computed|k220986|aquilion precision (tsx-304a|4) v10.10 with aice|paul  biggins|paul  biggins|892.175|jak|4|4|2022|9|12|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k220986.pdf|traditional|no|no|442
K203517|radiological computer-assisted prioritization software for lesions|k203517|saige-q|a. gregory  sorensen|a. gregory  sorensen|a gregory sorensen|892.208|qfm|11|30|2020|4|16|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k203517.pdf|traditional|no|no|443
K213307|solid state x-ray imager (flat panel digital imager)|k213307|eclipse ii with smart noise cancellation|gina  maiolo|gina  maiolo|gina  maiolo|892.168|mqb|10|4|2021|1|14|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k213307.pdf|traditional|no|no|444
K221923|system, nuclear magnetic resonance imaging|k221923|swoop portable mr imaging system|christine  kupchick|christine  kupchick|christine  kupchick|892.1|lnh|7|1|2022|7|28|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221923.pdf|special|no|no|445
K210670|radiological computer assisted detection, diagnosis software for lesions suspicious for cancer|k210670|bu-cad|hsin  hung|hsin  hung|hsin  hung|892.209|qdq|3|5|2021|12|21|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210670.pdf|traditional|no|no|446
K221627|system, image processing, radiological|k221627|perfusiongo plus|qi  wang|qi  wang|qi  wang|892.205|llz|6|6|2022|1|19|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221627.pdf|traditional|no|no|447
K222389|computer, diagnostic, programmable|k222389|zeus system|vishal  kanani|vishal  kanani|vishal  kanani|870.1425|dqk|8|8|2022|2|15|2023|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222389.pdf|traditional|no|no|448
K230823|stethoscope, electronic|k230823|ausculthing acc|jani  virtanen|jani  virtanen|jani  virtanen|870.1875|dqd|3|24|2023|7|12|2023|substantially equivalent     (sese)|cardiovascular|cardiovascular|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k230823.pdf|traditional|no|no|449
K223491|radiological computer assisted detection, diagnosis software for fracture|k223491|critical care suite with pneumothorax detection ai algorithm, critical care suite 2.1, critical care suite|chris  paulik|chris  paulik|chris  paulik|892.209|qbs|11|21|2022|5|25|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223491.pdf|traditional|no|no|450
K202992|radiological computer-assisted prioritization software for lesions|k202992|briefcase, rib fractures triage (ribfx)|nimrod  epstein|nimrod  epstein|john j. smith|892.208|qfm|9|30|2020|4|14|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k202992.pdf|traditional|no|no|451
K223811|analyzer, medical image|k223811|lung-cad|rebecca  jones, phd|rebecca  jones, phd|rebecca  jones, phd|892.207|myn|12|20|2022|9|13|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223811.pdf|traditional|no|no|452
K201632|system, image processing, radiological|k201632|tomtec-arena|marc  bergenthal|marc  bergenthal|marc  bergenthal|892.205|llz|6|16|2020|8|14|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf20/k201632.pdf|traditional|no|no|453
K223311|system, x-ray, tomography, computed|k223311|philips ct 3500|xu  diana|xu  diana|xu  diana|892.175|jak|10|28|2022|12|22|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k223311.pdf|traditional|no|no|454
K231384|radiological computer-assisted triage and notification software|k231384|annalise enterprise ctb triage trauma|haylee  bosshard|haylee  bosshard|haylee  bosshard|892.208|qas|5|12|2023|9|22|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf23/k231384.pdf|traditional|no|no|455
K211803|radiological computer-assisted prioritization software for lesions|k211803|healthppt|shlomit  cymbalista|shlomit  cymbalista|shlomit  cymbalista|892.208|qfm|6|11|2021|12|15|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211803.pdf|traditional|no|no|456
K210632|radiological image processing software for radiation therapy|k210632|contour protegeai|lynn  hanigan|lynn  hanigan|lynn  hanigan|892.205|qkb|3|3|2021|10|20|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k210632.pdf|traditional|no|no|457
K221100|automated radiological image processing software|k221100|viz rv|lv|vi  ma|vi  ma|892.205|qih|4|14|2022|8|29|2022|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k221100.pdf|traditional|no|no|458
K211951|gastrointesinal lesion software detection system|k211951|gi genius|nhan ngo dinh|nhan ngo dinh|roger  gray|876.152|qnp|6|23|2021|7|23|2021|substantially equivalent     (sese)|gastroenterology|urology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k211951.pdf|special|no|no|459
K193248|system, tomography, computed, emission|k193248|biograph vision, biograph mct family of pet/cts|tabitha  estes|tabitha  estes|tabitha  estes|892.12|kps|11|25|2019|2|14|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k193248.pdf|traditional|no|no|460
K191928|radiological image processing software for radiation therapy|k191928|accucontour|lu  xie|lu  xie|diana  hong|892.205|qkb|7|19|2019|2|28|2020|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k191928.pdf|traditional|no|no|461
K212336|interventional fluoroscopic x-ray system|k212336|soteria.ai|john  newman|john  newman|john  newman|892.165|owb|7|27|2021|11|17|2021|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf21/k212336.pdf|traditional|no|no|462
K192380|test, natriuretic peptide|k192380|st aia-pack bnp|stacey  dolan|stacey  dolan|stacey  dolan|862.1117|nbc|8|30|2019|8|24|2020|substantially equivalent     (sese)|clinical chemistry|clinical chemistry|https:/www.accessdata.fda.gov/cdrh_docs/pdf19/k192380.pdf|traditional|no|no|463
K222458|system, image processing, radiological|k222458|aibolit 3d+|gregory  piskun|gregory  piskun|howard  schrayer|892.205|llz|8|15|2022|1|12|2023|substantially equivalent     (sese)|radiology|radiology|https:/www.accessdata.fda.gov/cdrh_docs/pdf22/k222458.pdf|traditional|no|no|464
