,query_id,device_classification_name,approval_number,device_name,applicant_name,applicant_contact,correspondent_name,regulation_number,classification_product_code,date_received,decision_date,decision,regulation_medical_specialty,review_panel,summary_link,type,reviewed_by_third_party,combination_product
86,K214005,"powder, porcelain",k214005,zirconia dental ceramics,fiya  liao,fiya  liao,grace  liu,872.6660,eih,12/21/2021,02/18/2022,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k214005.pdf,traditional,no,no
87,K192417,"screw, fixation, bone",k192417,arix cannulated screw system,sejin  ryu,sejin  ryu,sejin  ryu,888.3040,hwc,09/04/2019,11/26/2019,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192417.pdf,traditional,no,no
88,K232638,"system, thermal regulating",k232638,filteredflo warming blankets,jonathan  kovach,jonathan  kovach,dave  yungvirt,870.5900,dwj,08/30/2023,10/24/2023,substantially equivalent     (sese),cardiovascular,cardiovascular,,traditional,yes,no
89,K211276,"catheter, recording, electrode, reprocessed",k211276,reprocessed dynamic tip and xt steerable diagnostic electrophysiology catheters,rick  ferreira,rick  ferreira,amanda  babcock,870.1220,nlh,04/27/2021,09/15/2021,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k211276.pdf,traditional,no,no
90,K200866,nucleic acid detection system for non-viral microorganism(s) causing sexually transmitted infections,k200866,"aptima combo 2 assay (panther system), aptima combo 2 assay (tigris) system)",anila  tarte,anila  tarte,anila  tarte,866.3393,qep,04/01/2020,05/17/2020,substantially equivalent     (sese),microbiology,microbiology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200866.pdf,special,no,no
91,K200863,posterior cervical screw system,k200863,tiger® occipital-cervical-thoracic spinal fixation system,steve  mounts,steve  mounts,nathan  wright,888.3075,nkg,04/01/2020,04/28/2020,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200863.pdf,special,no,no
92,K191764,"filler, bone void, calcium compound",k191764,inion biorestore,tiina  tyni,tiina  tyni,tiina  tyni,888.3045,mqv,07/01/2019,07/31/2019,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191764.pdf,special,no,no
93,K173744,"system, image processing, radiological",k173744,profuse cad,william  mandel,william  mandel,william  mandel,892.2050,llz,12/07/2017,11/21/2018,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173744.pdf,traditional,no,no
94,K210893,"prosthesis, hip, semi-constrained, metal/polymer, porous uncemented",k210893,restoration anatomic shell,alexandra  kirby,alexandra  kirby,alexandra  kirby,888.3358,lph,03/25/2021,04/22/2021,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210893.pdf,special,no,no
95,K172760,"device, anti-snoring",k172760,rest eazy appliance,paul  hendrixson,paul  hendrixson,felicia  ruley,872.5570,lrk,09/13/2017,03/26/2018,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k172760.pdf,traditional,no,no
96,K221705,"prosthesis, knee, patello/femorotibial, semi-constrained, uncemented, porous, coated, polymer/metal/polymer",k221705,u2 total knee system-pf+,lois  ho,lois  ho,cheryl l wagoner,888.3565,mbh,06/13/2022,02/28/2023,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221705.pdf,traditional,no,no
97,K191677,"fastener, fixation, nondegradable, soft tissue",k191677,mectatap ti suture anchor,stefano  baj,stefano  baj,chris  lussier,888.3040,mbi,06/24/2019,01/29/2020,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191677.pdf,traditional,no,no
98,K190497,interventional fluoroscopic x-ray system,k190497,ziehm 8000,steve  seeman,steve  seeman,steve  seeman,892.1650,owb,02/28/2019,11/20/2019,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190497.pdf,traditional,no,no
99,K230518,"lubricant, personal",k230518,hydradose vaginal suppositories,harout  achekian,harout  achekian,louie  goryoka,884.5300,nuc,02/27/2023,06/23/2023,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k230518.pdf,traditional,no,no
100,K231283,"system, imaging, pulsed echo, ultrasonic",k231283,siterite™ 9 ultrasound system,fabio de pasquale,fabio de pasquale,fabio de pasquale,892.1560,iyo,05/03/2023,09/11/2023,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k231283.pdf,traditional,no,no
101,K182922,manual antimicrobial susceptibility test systems,k182922,mts omadacycline 0.002-32 µg/ml,fabio  brocco,fabio  brocco,laura m. koeth,866.1640,jwy,10/19/2018,12/14/2018,substantially equivalent     (sese),microbiology,microbiology,,traditional,no,no
102,K213394,posterior cervical screw system,k213394,vy spine™ vyspan™ pct system,jordan  hendrickson,jordan  hendrickson,jordan  hendrickson,888.3075,nkg,10/15/2021,12/10/2021,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k213394.pdf,traditional,no,no
103,K210807,"system, image processing, radiological",k210807,flightplan for liver,ning  wen,ning  wen,ning  wen,892.2050,llz,03/17/2021,10/22/2021,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210807.pdf,traditional,no,no
104,K221974,"syringe, piston",k221974,epifinder,lior  margalit,lior  margalit,janice  hogan,880.5860,fmf,07/05/2022,04/16/2023,substantially equivalent     (sese),general hospital,anesthesiology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221974.pdf,traditional,no,no
105,K221364,"fastener, fixation, nondegradable, soft tissue",k221364,mitek tight-n anchor,ashley  aromando (goncalo),ashley  aromando (goncalo),ashley  aromando (goncalo),888.3040,mbi,05/11/2022,07/11/2022,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221364.pdf,traditional,no,no
106,K193457,"intervertebral fusion device with bone graft, lumbar",k193457,audere lumbar spacer system,kyle  atwood,kyle  atwood,evan  carbonell,888.3080,max,12/16/2019,05/12/2020,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k193457.pdf,traditional,no,no
107,K200254,"camera, ophthalmic, ac-powered",k200254,mydriatic hyperspectral retinal camera (mhrc-c1),jean-philippe  sylvestre,jean-philippe  sylvestre,elisa  harvey,886.1120,hki,02/03/2020,04/27/2020,substantially equivalent     (sese),ophthalmic,ophthalmic,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200254.pdf,traditional,no,no
108,K190452,vaginitis and bacterial vaginosis nucleic acid detection system,k190452,aptima bv assay,jeffrey  hergesheimer,jeffrey  hergesheimer,jeffrey  hergesheimer,866.3975,pqa,02/25/2019,05/23/2019,substantially equivalent     (sese),microbiology,microbiology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190452.pdf,traditional,no,no
109,K223919,light based over the counter wrinkle reduction,k223919,b.light clear evo and b.light restore evo,sandra  schwarzenberger,sandra  schwarzenberger,paul  dryden,878.4810,ohs,12/29/2022,09/23/2023,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k223919.pdf,traditional,no,no
110,K202564,solid state x-ray imager (flat panel/digital imager),k202564,digitaldiagnost c90,ming  xiao,ming  xiao,prithul  bom,892.1680,mqb,09/04/2020,09/30/2020,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k202564.pdf,special,yes,no
111,K191898,surgeon's gloves,k191898,sterile latex powder-free surgical gloves,ke-min  jen,ke-min  jen,ke-min  jen,878.4460,kgo,07/16/2019,12/18/2019,substantially equivalent     (sese),general & plastic surgery,general hospital,,traditional,no,no
112,K173738,"aligner, sequential",k173738,archworx,brandon  farley,brandon  farley,brandon  farley,872.5470,nxc,12/06/2017,02/26/2021,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173738.pdf,traditional,no,no
113,K202489,"plate, fixation, bone",k202489,aos fibonacci lower extremity plating system – aos proximal tibia plating system,jolie  krance,jolie  krance,jolie  krance,888.3030,hrs,08/31/2020,10/26/2020,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k202489.pdf,traditional,no,no
114,K183329,"laser, comb, hair",k183329,laser hair therapy,moti  shenfarber,moti  shenfarber,rain  yip,890.5500,oap,11/30/2018,01/16/2019,substantially equivalent     (sese),physical medicine,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k183329.pdf,traditional,no,no
115,K212622,"system, network and communication, physiological monitors",k212622,zyter rpm,lakshmi narayana babu,lakshmi narayana babu,mary  vater,870.2300,msx,08/18/2021,02/11/2022,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212622.pdf,traditional,no,no
116,K212612,"intervertebral fusion device with integrated fixation, cervical",k212612,omnia medical tibrid-sc,morgan  hill,morgan  hill,daniel  johnson,888.3080,ove,08/17/2021,11/15/2022,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212612.pdf,traditional,no,no
117,K210748,"needle, hypodermic, single lumen",k210748,"well-life tm pen needles, well-life tm safety pen needles",ha tae  joo,ha tae  joo,peter  chung,880.5570,fmi,03/12/2021,05/25/2022,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210748.pdf,traditional,no,no
118,K203649,"abutment, implant, dental, endosseous",k203649,"truabutment ds, trubase",eunjin  jang,eunjin  jang,chris  choi,872.3630,nha,12/14/2020,09/15/2021,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203649.pdf,traditional,no,no
119,K221541,catheter for crossing total occlusions,k221541,limflow arc,zachary  woodson,zachary  woodson,zachary  woodson,870.1250,pdu,05/27/2022,08/31/2022,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221541.pdf,traditional,no,no
120,K191483,"fastener, fixation, nondegradable, soft tissue",k191483,healix advance anchor with dyna+tape sutures,ashley  goncalo,ashley  goncalo,ashley  goncalo,888.3040,mbi,06/04/2019,06/28/2019,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k191483.pdf,special,no,no
121,K190081,"washer, cleaner, automated, endoscope",k190081,"ras 12 rack, ras 12 long rack; ras cycle of amsco 7052hp/7053hp single chamber washer/disinfector",marcia l benedict,marcia l benedict,marcia l benedict,876.1500,nve,01/16/2019,08/21/2019,substantially equivalent     (sese),gastroenterology/urology,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190081.pdf,traditional,no,no
122,K203548,"gown, surgical",k203548,endoarmor™ + surgical gown,laura  kuroski,laura  kuroski,laura  meehan,878.4040,fya,12/04/2020,02/21/2022,substantially equivalent     (sese),general & plastic surgery,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203548.pdf,traditional,no,no
123,K223768,"display, diagnostic radiology",k223768,radiforce rx270,hiroaki  hashimoto,hiroaki  hashimoto,hiroaki  hashimoto,892.2050,pgy,12/15/2022,04/20/2023,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k223768.pdf,abbreviated,no,no
124,K172930,polymer patient examination glove,k172930,mcare powder-free blue nitrile examination gloves,dariusz jan krezymon,dariusz jan krezymon,dariusz jan krezymon,880.6250,lza,09/25/2017,04/13/2018,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k172930.pdf,traditional,no,no
125,K220648,"driver, wire, and bone drill, manual",k220648,omf asp system,beth  ripley,beth  ripley,laura  gilmour,872.4120,dzj,03/07/2022,08/11/2022,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k220648.pdf,traditional,no,no
126,K172440,"vehicle, motorized 3-wheeled",k172440,"solax electric scooter, models: s302121, s302131, s302141, s302151",zhang  zhao,zhang  zhao,cassie  lee,890.3800,ini,08/11/2017,07/13/2018,substantially equivalent     (sese),physical medicine,physical medicine,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k172440.pdf,traditional,no,no
127,K210132,"implant, endosseous, root-form",k210132,s-clean sq-sl implant system regular,gyu ri kim,gyu ri kim,april  lee,872.3640,dze,01/19/2021,02/17/2021,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210132.pdf,special,no,no
128,K212793,powered laser surgical instrument,k212793,"laser treatment system, model: hera, armo",rashid reza  mir sayah,rashid reza  mir sayah,rashid reza  mir sayah,878.4810,gex,09/01/2021,10/25/2021,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212793.pdf,traditional,no,no
129,K200923,"mask, surgical",k200923,single-use surgical mask,yubo  guan,yubo  guan,annie  zhang,878.4040,fxx,04/07/2020,08/26/2020,substantially equivalent     (sese),general & plastic surgery,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200923.pdf,traditional,no,no
130,K222026,"abutment, implant, dental, endosseous",k222026,neodent implant system - zirconia implant system,barbara  uzae,barbara  uzae,jennifer m. jackson,872.3630,nha,07/11/2022,07/14/2023,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222026.pdf,traditional,no,no
131,K190363,"intervertebral fusion device with bone graft, lumbar",k190363,"omnia medical tibrid cervical cage, omnia medical tibrid lateral cage, omnia medical tibrid alif cage, omnia medical tibrid plif cage, omnia medical tibrid tlif cage",troy  schifano,troy  schifano,daniel  johnson,888.3080,max,02/15/2019,02/21/2020,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190363.pdf,traditional,no,no
132,K220385,powered light based non-laser surgical instrument with thermal effect,k220385,intense pulsed light equipment,jun  liu,jun  liu,ray  wang,878.4810,onf,02/10/2022,08/12/2022,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k220385.pdf,traditional,no,no
133,K223267,solid state x-ray imager (flat panel/digital imager),k223267,skr 3000,tsutomu  fukui,tsutomu  fukui,jan  maniscalco,892.1680,mqb,10/24/2022,11/17/2022,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k223267.pdf,special,no,no
134,K172393,"catheter, intracardiac mapping, high-density array",k172393,"advisor hd grid mapping catheter, sensor enabled",jennifer  ruether,jennifer  ruether,jennifer  ruether,870.1220,mtd,08/08/2017,04/23/2018,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k172393.pdf,traditional,no,no
135,K200400,eyelid thermal pulsation system,k200400,systane ilux2,neal  hartman,neal  hartman,neal  hartman,886.5200,orz,02/18/2020,05/21/2020,substantially equivalent     (sese),ophthalmic,ophthalmic,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200400.pdf,traditional,no,no
136,K220871,"system, x-ray, fluoroscopic, image-intensified",k220871,nautilus,john  hoffer,john  hoffer,john  hoffer,892.1650,jaa,03/25/2022,04/18/2022,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k220871.pdf,special,no,no
137,K193385,"aligner, sequential",k193385,tp orthodontics clear aligner system,stephanie  thyen,stephanie  thyen,stephanie  thyen,872.5470,nxc,12/06/2019,11/12/2020,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k193385.pdf,traditional,no,no
138,K192173,orthopedic stereotaxic instrument,k192173,rosa one spine application,serge  tabet,serge  tabet,serge  tabet,882.4560,olo,08/12/2019,10/29/2019,substantially equivalent     (sese),neurology,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192173.pdf,traditional,no,no
