,query_id,device,generic_name,applicant,pma_number,date_received,decision_date,product_code,docket_number,notice_date,advisory_committee,expedited_review_granted,combination_product,approval_order,summary,labeling,supplements,recalls
41,P850048,tandem-r psa immunoradiometric assay,"total, prostate specific antigen (noncomplexed & complexed) for detection of prostate cancer","beckman coulter, inc.250 south kraemer blvd m/sw-110brea, ca 92822",p850048,07/09/1985,02/25/1986,mtf,86m-0137,04/09/1986,immunology,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s048 s049 s051 s052 s053 s054 s055 s056 s057 s058 s059,
42,P970020,multi-link ultra/ zeta coronary stent systems,"stent, coronary","abbott vascular inc.26531 ynez roadtemecula, ca 92591",p970020,06/12/1997,10/02/1997,maf,98m-0971,,cardiovascular,no,no,,,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s011 s012 s014 s015 s017 s018 s019 s020 s021 s022 s023 s024 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086,
43,P070006,t spot-tb test,"mycobacterium tuberculosis, cell mediated immune response, enzyme-linked immunospot test","oxford immunotec,ltd.94c innovation drivemilton park, abingdon oxfordshire ox14",p070006,02/06/2007,07/30/2008,ojn,08m-0477,08/26/2008,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf7/p070006b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s011 s012 s013 s014 s015 s016 s017 s018 s019,
44,P050038,arista ah absorbable hemostat,"agent, absorbable hemostatic, non-collagen based","davol, inc.100 crossings boulevardwarwick, ri 02886",p050038,09/30/2005,09/26/2006,lmg,06m-0396,10/03/2006,general & plastic surgery,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050038b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s011 s012 s013 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041,
45,P140008,orbera intragastric balloon,"implant, intragastric for morbid obesity","boston scientific corporation100 boston scientific waymarlborough, ma 01752",p140008,04/29/2014,08/05/2015,lti,15m-2964,08/06/2015,gastroenterology/urology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf14/p140008b.pdf,labelinglabeling part 2,s001 s002 s003 s005 s006 s007 s008 s011 s012 s013 s014 s016 s017 s018 s019 s021 s022 s023 s024,
46,P200019,ventana mmr rxdx panel,"immunohistochemistry test, dna mismatch repair (mmr) protein assay","ventana medical systems1910 e innovation park drivetucson, az 85755",p200019,03/16/2020,04/22/2021,qnh,21m-0416,04/29/2021,pathology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf20/p200019b.pdf,labeling,s003 s004 s005 s006 s007,
47,P040046,natrelle highly cohesive silicone-filled breast implants,"prosthesis, breast, noninflatable, internal, silicone gel-filled","allergan2525 dupont dr.irvine, ca 92612",p040046,12/06/2004,02/20/2013,ftr,13m-0255,03/13/2013,general & plastic surgery,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf4/p040046b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s011 s012 s013 s014 s015 s016 s017 s018 s019 s021 s022 s023 s024 s025 s026 s027 s029 s030 s031 s032,cdrh recalls
48,P910056,soflex uv-absorbing silicone posterior chamber intraocular lens,intraocular lens,"bausch & lomb, inc.50 technology driveirvine, ca 92618",p910056,09/18/1991,01/17/1992,hql,92m-0047,02/18/1992,ophthalmic,no,no,,,,s001 s002 s003 s006 s007 s008 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s026 s027 s028 s029 s030 s031 s032 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s046 s048 s049 s051,cdrh recalls
49,P010059,"morcher capsular tension ring, types 14, 14a and 14c","ring, endocapsular","morcher gmbhkapuzinerweg 12stuttgart, wurttemberg-baden d-703-7037",p010059,10/16/2001,10/23/2003,mrj,04m-0022,01/21/2004,ophthalmic,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p010059b.pdf,labeling,s001 s002 s003 s004 s006 s007 s010 s011,
50,P150038,exablate,mr-guided focused ultrasound system,insightec5 nahum heth streettirat-hacarmet 39120,p150038,10/21/2015,07/11/2016,poh,16m-2183,07/25/2016,neurology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf15/p150038b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s018 s019 s020 s021 s022 s023 s024 s025 s027 s028 s029 s030 s031,
51,P040047,coaptite,"agent, bulking, injectable for gastro-urology use","merz north america, inc4133 courtney roadsuite 10franksville, wi 53126",p040047,12/09/2004,11/10/2005,lnm,05m-0477,11/28/2005,gastroenterology/urology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf4/p040047b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s024 s025 s026 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s049 s051 s052 s053 s054 s055 s056 s057 s058 s061 s062 s063 s064 s065 s066 s067 s068 s069 s071 s072 s073,cdrh recalls
52,P160031,aspire cristalle digital breast tomosynthesis option,digital breast tomosynthesis,"fujifilm medical systems u.s.a., inc.419 west avenuestamford, ct 06902-6300",p160031,08/01/2016,01/10/2017,ote,17m-0181,01/12/2017,radiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160031b.pdf,labelinglabeling part 2,s001 s002 s003 s004,
53,P030047,cordis precise nitinol stent system,"stent, carotid","cordis us corporation14201 n.w. 60th avenuemiami lakes, fl 33014",p030047,10/08/2003,09/22/2006,nim,06m-0412,10/17/2006,cardiovascular,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf3/p030047b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s027 s028 s029 s030 s031 s032 s033 s034 s035 s036 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047,cdrh recalls
54,P010003,bioglue surgical adhesive,"glue, surgical, arteries","cryolife, inc.1655 roberts blvd., n.w.kennesaw, ga 30144",p010003,02/02/2001,12/03/2001,muq,01m-0567,12/20/2001,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf/p010003b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s019 s020 s021 s022 s023 s024 s025 s027 s028 s029 s030 s031 s032 s033 s035 s036 s037 s038 s039 s040 s041,cdrh recalls
55,P900066,perfluoropropane,gases used within eye to place pressure on detached retina,"airgas therapeutics llc6141 easton roadplumsteadville, pa 18949",p900066,11/02/1990,02/25/1993,lpo,93m-0097,04/14/1993,ophthalmic,no,no,,,,s002 s003 s004 s005 s006 s008 s009 s010 s011 s013 s014 s015,
56,P150037,cypass micro-stent,intraocular pressure lowering implant,"alcon research, ltd6201 south freewayfort worth, tx 76134",p150037,10/21/2015,07/29/2016,ogo,16m-2333,08/18/2016,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf15/p150037b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s014,cdrh recalls
57,P160038,praxis extended ras panel,"next generation sequencing oncology panel, somatic or germline variant detection system","illumina, inc.5200 illumina waysan diego, ca 92122",p160038,09/02/2016,06/29/2017,pqp,17m-3983,06/30/2017,pathology,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160038b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025,
58,P000025,combi 40+ cochlear implant system,"implant, cochlear",med-el corp.furstenweg 77ainnsbruck 6020,p000025,06/29/2000,08/20/2001,mcm,02m-0006,01/11/2002,ear nose & throat,no,no,,https://www.accessdata.fda.gov/cdrh_docs/pdf/p000025b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s017 s018 s019 s020 s021 s023 s024 s025 s026 s027 s028 s029 s031 s032 s033 s034 s035 s036 s037 s038 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s053 s054 s055 s056 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s068 s069 s070 s071 s072 s073 s074 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s086 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s098 s099 s100 s101 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s122 s123 s124 s125 s128,cdrh recalls
59,P890061,ventak p 1600 aicd and 2830 software module,implantable cardioverter defibrillator (non-crt),"boston scientific4100 hamline avenue northst. paul, mn 55112",p890061,11/27/1989,05/02/1991,lws,91m-0184,06/13/1991,cardiovascular,no,no,,,,s001 s002 s003 s005 s006 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024,
60,P080032,alair bronchial thermoplasty system,bronchial thermoplasty system,"boston scientific corp.888 ross drivesuite 100sunnyvale, ca 94089",p080032,12/30/2008,04/27/2010,ooy,10m-0242,05/19/2010,anesthesiology,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf8/p080032b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020,cdrh recalls
61,P100034,novocure ltd's novottf-100a treatment kit,"stimulator, low electric field, tumor treatment",novocure gmbhpark 6ch-6039 root d4,p100034,08/16/2010,04/08/2011,nzk,11m-0295,05/06/2011,neurology,yes,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf10/p100034b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s025 s026 s027 s028 s029 s031,
62,P160008,"heartsine technologies llc's samaritan public access automated external defibrillators (sam 350p, sam 360p and sam 450p)",automated external defibrillators (non-wearable),"heartsine technologies, ltd.207 airport road westbelfast, northern ireland bt3 9",p160008,03/21/2016,01/12/2017,mkj,17m-0229,03/10/2017,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160008b.pdf,labelinglabeling part 2,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s012 s014 s015 s016 s017 s019 s020 s021,cdrh recalls
63,P160048,eversense continuous glucose monitoring system,"continuous glucose monitor, implanted, adjunctive use","senseonics, incorporated20451 seneca meadows parkwaygermantown, md 20876-7005",p160048,10/26/2016,06/21/2018,qcd,18m-2463,07/24/2018,clinical chemistry,no,yes,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160048b.pdf,labeling,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s012 s013 s014 s016 s017 s018 s019 s021 s022 s023 s024 s025,cdrh recalls
64,P960009,medtronic activa tremor control system,"stimulator, electrical, implanted, for parkinsonian tremor","medtronic inc.7000 central avenue neminneapolis, mn 55432-3576",p960009,05/01/1996,07/31/1997,mhy,98m-0905,11/12/1998,neurology,yes,no,,https://www.accessdata.fda.gov/cdrh_docs/pdf/p960009b.pdf,,s001 s002 s003 s004 s005 s006 s007 s008 s009 s010 s012 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s028 s029 s030 s032 s033 s034 s035 s036 s037 s039 s040 s041 s042 s043 s044 s045 s046 s047 s048 s049 s050 s051 s052 s054 s055 s057 s058 s059 s060 s061 s062 s063 s064 s065 s066 s067 s069 s070 s071 s072 s073 s074 s075 s076 s077 s078 s079 s080 s081 s082 s083 s084 s085 s087 s088 s089 s090 s091 s092 s093 s094 s095 s096 s097 s099 s100 s101 s102 s103 s104 s105 s106 s107 s108 s109 s110 s111 s112 s113 s114 s115 s116 s117 s118 s119 s120 s121 s122 s123 s124 s125 s127 s128 s129 s130 s131 s132 s133 s134 s135 s136 s137 s138 s139 s141 s142 s143 s144 s145 s146 s147 s148 s149 s150 s151 s152 s153 s154 s155 s156 s157 s158 s159 s160 s161 s162 s164 s165 s166 s167 s168 s169 s170 s171 s172 s173 s174 s175 s176 s177 s178 s179 s180 s181 s182 s183 s184 s185 s186 s187 s188 s189 s190 s191 s192 s193 s194 s195 s196 s197 s198 s199 s200 s201 s202 s203 s204 s205 s206 s207 s208 s209 s210 s211 s212 s213 s214 s215 s216 s217 s218 s219 s220 s221 s222 s223 s224 s225 s226 s227 s228 s229 s230 s231 s232 s233 s234 s235 s236 s237 s238 s239 s240 s241 s242 s243 s244 s245 s246 s247 s248 s249 s250 s251 s252 s253 s254 s255 s256 s257 s258 s259 s260 s261 s262 s263 s264 s265 s266 s267 s268 s269 s270 s271 s272 s273 s274 s275 s276 s277 s278 s279 s280 s281 s282 s283 s284 s285 s286 s287 s288 s289 s290 s291 s292 s293 s294 s295 s296 s297 s298 s299 s300 s301 s302 s303 s304 s305 s306 s307 s308 s309 s310 s311 s312 s313 s314 s315 s316 s317 s318 s319 s320 s321 s322 s323 s324 s325 s326 s327 s328 s329 s330 s331 s332 s333 s334 s335 s336 s337 s338 s339 s340 s341 s342 s343 s344 s345 s346 s347 s348 s349 s350 s351 s352 s353 s354 s356 s357 s358 s359 s360 s361 s362 s363 s364 s365 s366 s367 s368 s369 s370 s371 s372 s373 s374 s375 s377 s378 s379 s380 s381 s382 s383 s384 s385 s386 s387 s388 s389 s390 s391 s392 s393 s394 s395 s396 s397 s398 s399 s400 s401 s402 s403 s404 s405 s406 s407 s408 s409 s410 s411 s412 s413 s414 s415 s416 s417 s418 s419 s420 s421 s422 s423 s424 s425 s426 s427 s428 s429 s430 s431 s432 s433 s434 s435 s436 s437 s439 s440 s441 s442 s443 s444 s445 s446 s447 s448 s449 s450 s451 s452 s453 s454 s455 s456 s457 s458 s459 s460 s463 s464 s465,cdrh recalls
65,P150029,ipro2 cgm system with enlite sensor,"sensor, glucose, invasive","medtronic minimed18000 devonshire stnorthridge, ca 91325",p150029,08/10/2015,06/17/2016,mds ozo,16m-1755,06/24/2016,clinical chemistry,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf15/p150029b.pdf,labeling,s001 s002 s003 s004 s005 s006 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s022 s023 s024 s025 s026 s027 s029 s030 s031 s032 s033 s034 s035 s036 s037 s038,cdrh recalls
66,P160055,light adjustable lens (lal) and light delivery device (ldd),light adjustable lens (lal) and light delivery device (ldd),"rxsight, inc.100 columbiaaliso viejo, ca 92656",p160055,12/09/2016,11/22/2017,pzk,17m-6614,12/05/2017,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160055b.pdf,labelinglabeling part 2,s002 s003 s004 s005 s006 s007 s008 s009 s010 s011 s014 s015 s016 s017 s018 s019 s021 s022 s023 s024 s025 s026 s027 s028 s029 s031 s032,
67,P100031,elecsys anti-hbc immunoassay & elecsys precicontrol anti-hbc,"test, hepatitis b (b core, be antigen, be antibody, b core igm)","roche diagnostics corp.9115 hague rd.indianapolis, in 46250",p100031,07/30/2010,06/22/2011,lom,11m-0502,07/01/2011,microbiology,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf10/p100031b.pdf,labeling,s001 s002 s003 s004 s005 s006 s008 s009 s010 s011 s012 s013 s014 s015 s016 s017 s018 s019 s020 s021 s023 s024 s025 s026 s027 s028,
68,P110043,omnilink elite peripheral balloon-expandable stent system,"stent, iliac","abbott vascular-cardiac therapies3200 lakeside dr.santa clara, ca 95054-2807",p110043,12/30/2011,07/31/2012,nio,12m-0833,08/03/2012,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf11/p110043b.pdf,labeling,s001 s002 s003 s004 s006 s007 s008 s009 s010 s011 s012 s013,
69,P130029,fluency plus endovascular stent graft,"system, endovascular graft, arteriovenous (av) dialysis access circuit stenosis treatment","bard peripheral vascular, inc.1415 west 3rd st.tempe, az 85281",p130029,12/17/2013,06/17/2014,pfv,14m-0875,07/15/2014,cardiovascular,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf13/p130029b.pdf,labeling,s001 s002 s003 s004 s006 s007 s008 s009 s010 s011 s012,
70,P050031,paragon z crt (tisilfocon a) rigid gas permeable contact lenses for contact lens corneal refractive therapy,"lens, contact, orthokeratology, overnight","coopervision, inc.6101 bollinger canyon road, suite 500san ramon, ca 94583",p050031,08/26/2005,11/16/2006,mwl nuu,06m-0473,11/27/2006,ophthalmic,no,no,approval order,https://www.accessdata.fda.gov/cdrh_docs/pdf5/p050031b.pdf,labelinglabeling part 2,s001 s003 s004 s005 s006 s007 s009,
