query_id,product_code,device_class,medical_specialty,third_party_review,gmp_exempt_flag,implant_flag,life_sustain_flag,target_area,technical_method,physical_state,definition
K223443,qfm,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.This type of device establishes effective triage within a specialists queue based on high sensitivity and specificity >95% AUC.,The device is software only.,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
K192665,prh,2,MI,N,N,N,N,Direct identification and antimicrobial susceptibility testing of microbes in positive blood cultures,Direct Fluorescence in situ hybridization (FISH) identification and antimicrobial susceptibility testing (AST) of microbes growing in positive blood cultures,In vitro diagnostic device,Fluorescence in situ hybridization (FISH) identification and quantitative  antimicrobial susceptibility testing (AST) kit intended for simultaneous detection and identification of multiple microbial targets.
K211713,llz,2,RA,Y,N,N,N,,,,
K203260,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K231837,qas,2,RA,N,N,N,N,The device operates on radiological images of the human body.,The device provides triage or notification that is informed by machine learning  artificial intelligence or other image analysis algorithms.,The device is software only.,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
K182705,lzo,2,OR,N,N,Y,N,,,,
K213713,jak,2,RA,Y,N,N,N,,,,
K203320,ekx,1,DE,Y,N,N,N,,,,
K213760,kgi,2,RA,Y,N,N,N,,,,
K201476,qcc,2,CH,N,N,N,N,Diabetes,Software algorithm,The device is software with a graphical user interface.,An insulin pump therapy adjustment calculator for healthcare professionals is intended to recommend insulin pump therapy parameter adjustments (e.g.  basal rate  insulin to carbohydrate ratios  insulin sensitivity factors) based on data from external devices  including continuous glucose monitors.
K193178,kps,2,RA,Y,N,N,N,,,,
K223734,pgw,2,NE,N,N,N,N,Ear  nose and throat,The device measures the position of the surgical instrument and the position of the patient using a position measurement sensor.,Navigation computing platform with navigation software  providing interfaces for screen and input devices including a navigation sensor  a navigation instrument and a patient reference localizer.,Intended as an aid for precisely locating a surgical instrument within anatomical structures in either open or percutaneous procedures for any medical condition in which a reference to a rigid anatomical structure in the field of ENT surgery can be identified relative to a CT- or MR-based model or digitized landmarks of the anatomy.
